z_sga_grupo_programa_id;cod_grupo;nome_grupo;gestor;cod_programa;idGrupo;idPrograma;
35268;ASB;;super;mi0507;888;mi05072;1
35269;Fro;;super;mi0507;73;mi05072;1
35270;MI;;super;mi0507;70;mi05072;1
35271;MI5;;super;mi0507;473;mi05072;1
35272;MI6;;super;mi0507;474;mi05072;1
35273;sup;;super;mi0507;2;mi05072;1
35274;ASB;;super;mi0508;888;mi05082;1
35275;Fro;;super;mi0508;73;mi05082;1
35276;MI;;super;mi0508;70;mi05082;1
35277;MI4;;super;mi0508;472;mi05082;1
35278;MI5;;super;mi0508;473;mi05082;1
35279;MI6;;super;mi0508;474;mi05082;1
35280;sup;;super;mi0508;2;mi05082;1
35281;ASB;;super;mi0509;888;mi05092;1
35282;Fro;;super;mi0509;73;mi05092;1
35283;MI;;super;mi0509;70;mi05092;1
35284;MI5;;super;mi0509;473;mi05092;1
35285;MI6;;super;mi0509;474;mi05092;1
35286;sup;;super;mi0509;2;mi05092;1
35287;ASB;;super;mi0510;888;mi05102;1
35288;Fro;;super;mi0510;73;mi05102;1
35289;MI;;super;mi0510;70;mi05102;1
35290;MI5;;super;mi0510;473;mi05102;1
35291;MI6;;super;mi0510;474;mi05102;1
35292;sup;;super;mi0510;2;mi05102;1
35293;ASB;;super;mi0511;888;mi05112;1
35294;Fro;;super;mi0511;73;mi05112;1
35295;MI;;super;mi0511;70;mi05112;1
35296;MI5;;super;mi0511;473;mi05112;1
35297;MI6;;super;mi0511;474;mi05112;1
35298;sup;;super;mi0511;2;mi05112;1
35299;ASB;;super;mi0512;888;mi05122;1
35300;Fro;;super;mi0512;73;mi05122;1
35301;MI;;super;mi0512;70;mi05122;1
35302;MI5;;super;mi0512;473;mi05122;1
35303;MI6;;super;mi0512;474;mi05122;1
35304;sup;;super;mi0512;2;mi05122;1
35305;ASB;;super;mi0516;888;mi05162;1
35306;Fro;;super;mi0516;73;mi05162;1
35307;MI;;super;mi0516;70;mi05162;1
35308;MI5;;super;mi0516;473;mi05162;1
35309;MI6;;super;mi0516;474;mi05162;1
35310;sup;;super;mi0516;2;mi05162;1
35311;ASB;;super;mi0517;888;mi05172;1
35312;Fro;;super;mi0517;73;mi05172;1
35313;MI;;super;mi0517;70;mi05172;1
35314;MI5;;super;mi0517;473;mi05172;1
35315;MI6;;super;mi0517;474;mi05172;1
35316;sup;;super;mi0517;2;mi05172;1
35317;ASB;;super;mi0518;888;mi05182;1
35318;Fro;;super;mi0518;73;mi05182;1
35319;MI;;super;mi0518;70;mi05182;1
35320;MI5;;super;mi0518;473;mi05182;1
35321;MI6;;super;mi0518;474;mi05182;1
35322;sup;;super;mi0518;2;mi05182;1
35323;ASB;;super;mi0601;888;mi06012;1
35324;Fro;;super;mi0601;73;mi06012;1
35325;MI;;super;mi0601;70;mi06012;1
35326;MI4;;super;mi0601;472;mi06012;1
35327;MI5;;super;mi0601;473;mi06012;1
35328;MI6;;super;mi0601;474;mi06012;1
35329;sup;;super;mi0601;2;mi06012;1
35330;ASB;;super;mi0602;888;mi06022;1
35331;Fro;;super;mi0602;73;mi06022;1
35332;MI;;super;mi0602;70;mi06022;1
35333;MI4;;super;mi0602;472;mi06022;1
35334;MI5;;super;mi0602;473;mi06022;1
35335;MI6;;super;mi0602;474;mi06022;1
35336;sup;;super;mi0602;2;mi06022;1
35337;ASB;;super;mi0603;888;mi06032;1
35338;Fro;;super;mi0603;73;mi06032;1
35339;MI;;super;mi0603;70;mi06032;1
35340;MI4;;super;mi0603;472;mi06032;1
35341;MI5;;super;mi0603;473;mi06032;1
35342;MI6;;super;mi0603;474;mi06032;1
35343;sup;;super;mi0603;2;mi06032;1
35344;ASB;;super;mi0604;888;mi06042;1
35345;Fro;;super;mi0604;73;mi06042;1
35346;MI;;super;mi0604;70;mi06042;1
35347;MI4;;super;mi0604;472;mi06042;1
35348;MI5;;super;mi0604;473;mi06042;1
35349;MI6;;super;mi0604;474;mi06042;1
35350;sup;;super;mi0604;2;mi06042;1
35351;ASB;;super;mi0605;888;mi06052;1
35352;Fro;;super;mi0605;73;mi06052;1
35353;MI;;super;mi0605;70;mi06052;1
35354;MI4;;super;mi0605;472;mi06052;1
35355;MI5;;super;mi0605;473;mi06052;1
35356;MI6;;super;mi0605;474;mi06052;1
35357;sup;;super;mi0605;2;mi06052;1
35358;ASB;;super;mi0606;888;mi06062;1
35359;Fro;;super;mi0606;73;mi06062;1
35360;MI;;super;mi0606;70;mi06062;1
35361;MI4;;super;mi0606;472;mi06062;1
35362;MI5;;super;mi0606;473;mi06062;1
35363;MI6;;super;mi0606;474;mi06062;1
35364;sup;;super;mi0606;2;mi06062;1
35365;ASB;;super;mi0607;888;mi06072;1
35366;Fro;;super;mi0607;73;mi06072;1
35367;MI;;super;mi0607;70;mi06072;1
35368;MI4;;super;mi0607;472;mi06072;1
35369;MI5;;super;mi0607;473;mi06072;1
35370;MI6;;super;mi0607;474;mi06072;1
35371;sup;;super;mi0607;2;mi06072;1
35372;ASB;;super;mi0610;888;mi06102;1
35373;Fro;;super;mi0610;73;mi06102;1
35374;MI;;super;mi0610;70;mi06102;1
35375;MI4;;super;mi0610;472;mi06102;1
35376;MI5;;super;mi0610;473;mi06102;1
35377;MI6;;super;mi0610;474;mi06102;1
35378;sup;;super;mi0610;2;mi06102;1
35379;ASB;;super;mi0611;888;mi06112;1
35380;Fro;;super;mi0611;73;mi06112;1
35381;MI;;super;mi0611;70;mi06112;1
35382;MI4;;super;mi0611;472;mi06112;1
35383;MI5;;super;mi0611;473;mi06112;1
35384;MI6;;super;mi0611;474;mi06112;1
35385;sup;;super;mi0611;2;mi06112;1
35386;ASB;;super;mi0612;888;mi06122;1
35387;Fro;;super;mi0612;73;mi06122;1
35388;MI;;super;mi0612;70;mi06122;1
35389;MI4;;super;mi0612;472;mi06122;1
35390;MI5;;super;mi0612;473;mi06122;1
35391;MI6;;super;mi0612;474;mi06122;1
35392;sup;;super;mi0612;2;mi06122;1
35393;ASB;;super;mi0613;888;mi06132;1
35394;Fro;;super;mi0613;73;mi06132;1
35395;MI;;super;mi0613;70;mi06132;1
35396;MI4;;super;mi0613;472;mi06132;1
35397;MI5;;super;mi0613;473;mi06132;1
35398;MI6;;super;mi0613;474;mi06132;1
35399;sup;;super;mi0613;2;mi06132;1
35400;ASB;;super;mi0614;888;mi06142;1
35401;Fro;;super;mi0614;73;mi06142;1
35402;MI;;super;mi0614;70;mi06142;1
35403;MI4;;super;mi0614;472;mi06142;1
35404;MI5;;super;mi0614;473;mi06142;1
35405;MI6;;super;mi0614;474;mi06142;1
35406;sup;;super;mi0614;2;mi06142;1
35407;ASB;;super;mi0616;888;mi06162;1
35408;Fro;;super;mi0616;73;mi06162;1
35409;MI;;super;mi0616;70;mi06162;1
35410;MI4;;super;mi0616;472;mi06162;1
35411;MI5;;super;mi0616;473;mi06162;1
35412;MI6;;super;mi0616;474;mi06162;1
35413;sup;;super;mi0616;2;mi06162;1
35414;ASB;;super;mi0617;888;mi06172;1
35415;Fro;;super;mi0617;73;mi06172;1
35416;MI;;super;mi0617;70;mi06172;1
35417;MI4;;super;mi0617;472;mi06172;1
35418;MI5;;super;mi0617;473;mi06172;1
35419;MI6;;super;mi0617;474;mi06172;1
35420;sup;;super;mi0617;2;mi06172;1
35421;ASB;;super;mi0618;888;mi06182;1
35422;Fro;;super;mi0618;73;mi06182;1
35423;MI;;super;mi0618;70;mi06182;1
35424;MI4;;super;mi0618;472;mi06182;1
35425;MI5;;super;mi0618;473;mi06182;1
35426;MI6;;super;mi0618;474;mi06182;1
35427;sup;;super;mi0618;2;mi06182;1
35428;ASB;;super;mi0619;888;mi06192;1
35429;Fro;;super;mi0619;73;mi06192;1
35430;MI;;super;mi0619;70;mi06192;1
35431;MI4;;super;mi0619;472;mi06192;1
35432;MI5;;super;mi0619;473;mi06192;1
35433;MI6;;super;mi0619;474;mi06192;1
35434;sup;;super;mi0619;2;mi06192;1
35435;ASB;;super;mi0620;888;mi06202;1
35436;Fro;;super;mi0620;73;mi06202;1
35437;MI;;super;mi0620;70;mi06202;1
35438;MI4;;super;mi0620;472;mi06202;1
35439;MI5;;super;mi0620;473;mi06202;1
35440;MI6;;super;mi0620;474;mi06202;1
35441;sup;;super;mi0620;2;mi06202;1
35442;ASB;;super;mi0621;888;mi06212;1
35443;Fro;;super;mi0621;73;mi06212;1
35444;MI;;super;mi0621;70;mi06212;1
35445;MI4;;super;mi0621;472;mi06212;1
35446;MI5;;super;mi0621;473;mi06212;1
35447;MI6;;super;mi0621;474;mi06212;1
35448;sup;;super;mi0621;2;mi06212;1
35449;ASB;;super;mi0622;888;mi06222;1
35450;Fro;;super;mi0622;73;mi06222;1
35451;MI;;super;mi0622;70;mi06222;1
35452;MI4;;super;mi0622;472;mi06222;1
35453;MI5;;super;mi0622;473;mi06222;1
35454;MI6;;super;mi0622;474;mi06222;1
35455;sup;;super;mi0622;2;mi06222;1
35456;ASB;;super;mi0623;888;mi06232;1
35457;Fro;;super;mi0623;73;mi06232;1
35458;MI;;super;mi0623;70;mi06232;1
35459;MI4;;super;mi0623;472;mi06232;1
35460;MI5;;super;mi0623;473;mi06232;1
35461;MI6;;super;mi0623;474;mi06232;1
35462;sup;;super;mi0623;2;mi06232;1
35463;ASB;;super;mi0624;888;mi06242;1
35464;Fro;;super;mi0624;73;mi06242;1
35465;MI;;super;mi0624;70;mi06242;1
35466;MI4;;super;mi0624;472;mi06242;1
35467;MI5;;super;mi0624;473;mi06242;1
35468;MI6;;super;mi0624;474;mi06242;1
35469;sup;;super;mi0624;2;mi06242;1
35470;ASB;;super;mi0625;888;mi06252;1
35471;Fro;;super;mi0625;73;mi06252;1
35472;MI;;super;mi0625;70;mi06252;1
35473;MI4;;super;mi0625;472;mi06252;1
35474;MI5;;super;mi0625;473;mi06252;1
35475;MI6;;super;mi0625;474;mi06252;1
35476;sup;;super;mi0625;2;mi06252;1
35477;ASB;;super;mi0626;888;mi06262;1
35478;Fro;;super;mi0626;73;mi06262;1
35479;MI;;super;mi0626;70;mi06262;1
35480;MI4;;super;mi0626;472;mi06262;1
35481;MI5;;super;mi0626;473;mi06262;1
35482;MI6;;super;mi0626;474;mi06262;1
35483;sup;;super;mi0626;2;mi06262;1
35484;ASB;;super;mi0627;888;mi06272;1
35485;Fro;;super;mi0627;73;mi06272;1
35486;MI;;super;mi0627;70;mi06272;1
35487;MI4;;super;mi0627;472;mi06272;1
35488;MI5;;super;mi0627;473;mi06272;1
35489;MI6;;super;mi0627;474;mi06272;1
35490;sup;;super;mi0627;2;mi06272;1
35491;ASB;;super;mi0628;888;mi06282;1
35492;Fro;;super;mi0628;73;mi06282;1
35493;MI;;super;mi0628;70;mi06282;1
35494;MI4;;super;mi0628;472;mi06282;1
35495;MI5;;super;mi0628;473;mi06282;1
35496;MI6;;super;mi0628;474;mi06282;1
35497;sup;;super;mi0628;2;mi06282;1
35498;ASB;;super;mi0629;888;mi06292;1
35499;Fro;;super;mi0629;73;mi06292;1
35500;MI;;super;mi0629;70;mi06292;1
35501;MI4;;super;mi0629;472;mi06292;1
35502;MI5;;super;mi0629;473;mi06292;1
35503;MI6;;super;mi0629;474;mi06292;1
35504;sup;;super;mi0629;2;mi06292;1
35505;ASB;;super;mi0702;888;mi07022;1
35506;Fro;;super;mi0702;73;mi07022;1
35507;MI;;super;mi0702;70;mi07022;1
35508;MI5;;super;mi0702;473;mi07022;1
35509;MI6;;super;mi0702;474;mi07022;1
35510;sup;;super;mi0702;2;mi07022;1
35511;ASB;;super;mi0703;888;mi07032;1
35512;Fro;;super;mi0703;73;mi07032;1
35513;MI;;super;mi0703;70;mi07032;1
35514;MI5;;super;mi0703;473;mi07032;1
35515;MI6;;super;mi0703;474;mi07032;1
35516;sup;;super;mi0703;2;mi07032;1
35517;ASB;;super;mi0704;888;mi07042;1
35518;Fro;;super;mi0704;73;mi07042;1
35519;MI;;super;mi0704;70;mi07042;1
35520;MI4;;super;mi0704;472;mi07042;1
35521;MI5;;super;mi0704;473;mi07042;1
35522;MI6;;super;mi0704;474;mi07042;1
35523;RE4;;super;mi0704;632;mi07042;1
35524;sup;;super;mi0704;2;mi07042;1
35525;ASB;;super;mi0705;888;mi07052;1
35526;MI;;super;mi0705;70;mi07052;1
35527;MI4;;super;mi0705;472;mi07052;1
35528;MI5;;super;mi0705;473;mi07052;1
35529;MI6;;super;mi0705;474;mi07052;1
35530;sup;;super;mi0705;2;mi07052;1
35531;ASB;;super;mi0708;888;mi07082;1
35532;Fro;;super;mi0708;73;mi07082;1
35533;MI;;super;mi0708;70;mi07082;1
35534;MI4;;super;mi0708;472;mi07082;1
35535;MI5;;super;mi0708;473;mi07082;1
35536;MI6;;super;mi0708;474;mi07082;1
35537;sup;;super;mi0708;2;mi07082;1
35538;ASB;;super;mi0712;888;mi07122;1
35539;Fro;;super;mi0712;73;mi07122;1
35540;MI;;super;mi0712;70;mi07122;1
35541;MI4;;super;mi0712;472;mi07122;1
35542;MI5;;super;mi0712;473;mi07122;1
35543;MI6;;super;mi0712;474;mi07122;1
35544;sup;;super;mi0712;2;mi07122;1
35545;ASB;;super;mi0713;888;mi07132;1
35546;Fro;;super;mi0713;73;mi07132;1
35547;MI;;super;mi0713;70;mi07132;1
35548;MI4;;super;mi0713;472;mi07132;1
35549;MI5;;super;mi0713;473;mi07132;1
35550;MI6;;super;mi0713;474;mi07132;1
35551;sup;;super;mi0713;2;mi07132;1
35552;ASB;;super;mi0714;888;mi07142;1
35553;Fro;;super;mi0714;73;mi07142;1
35554;MI;;super;mi0714;70;mi07142;1
35555;MI4;;super;mi0714;472;mi07142;1
35556;MI5;;super;mi0714;473;mi07142;1
35557;MI6;;super;mi0714;474;mi07142;1
35558;sup;;super;mi0714;2;mi07142;1
35559;ASB;;super;mi0715;888;mi07152;1
35560;Fro;;super;mi0715;73;mi07152;1
35561;MI;;super;mi0715;70;mi07152;1
35562;MI5;;super;mi0715;473;mi07152;1
35563;MI6;;super;mi0715;474;mi07152;1
35564;sup;;super;mi0715;2;mi07152;1
35565;ASB;;super;mi0716;888;mi07162;1
35566;Fro;;super;mi0716;73;mi07162;1
35567;MI;;super;mi0716;70;mi07162;1
35568;MI5;;super;mi0716;473;mi07162;1
35569;MI6;;super;mi0716;474;mi07162;1
35570;sup;;super;mi0716;2;mi07162;1
35571;ASB;;super;mi0717;888;mi07172;1
35572;Fro;;super;mi0717;73;mi07172;1
35573;MI;;super;mi0717;70;mi07172;1
35574;MI4;;super;mi0717;472;mi07172;1
35575;MI5;;super;mi0717;473;mi07172;1
35576;MI6;;super;mi0717;474;mi07172;1
35577;sup;;super;mi0717;2;mi07172;1
35578;ASB;;super;mi0719;888;mi07192;1
35579;Fro;;super;mi0719;73;mi07192;1
35580;MI;;super;mi0719;70;mi07192;1
35581;MI4;;super;mi0719;472;mi07192;1
35582;MI5;;super;mi0719;473;mi07192;1
35583;MI6;;super;mi0719;474;mi07192;1
35584;sup;;super;mi0719;2;mi07192;1
35585;ASB;;super;mi0720;888;mi07202;1
35586;Fro;;super;mi0720;73;mi07202;1
35587;MI;;super;mi0720;70;mi07202;1
35588;MI5;;super;mi0720;473;mi07202;1
35589;MI6;;super;mi0720;474;mi07202;1
35590;sup;;super;mi0720;2;mi07202;1
35591;ASB;;super;mi0721;888;mi07212;1
35592;Fro;;super;mi0721;73;mi07212;1
35593;MI;;super;mi0721;70;mi07212;1
35594;MI5;;super;mi0721;473;mi07212;1
35595;MI6;;super;mi0721;474;mi07212;1
35596;sup;;super;mi0721;2;mi07212;1
35597;ASB;;super;mi0722;888;mi07222;1
35598;Fro;;super;mi0722;73;mi07222;1
35599;MI;;super;mi0722;70;mi07222;1
35600;MI5;;super;mi0722;473;mi07222;1
35601;MI6;;super;mi0722;474;mi07222;1
35602;sup;;super;mi0722;2;mi07222;1
35603;ASB;;super;mi0723;888;mi07232;1
35604;Fro;;super;mi0723;73;mi07232;1
35605;MI;;super;mi0723;70;mi07232;1
35606;MI5;;super;mi0723;473;mi07232;1
35607;MI6;;super;mi0723;474;mi07232;1
35608;sup;;super;mi0723;2;mi07232;1
35609;ASB;;super;mi0724;888;mi07242;1
35610;Fro;;super;mi0724;73;mi07242;1
35611;MI;;super;mi0724;70;mi07242;1
35612;MI4;;super;mi0724;472;mi07242;1
35613;MI5;;super;mi0724;473;mi07242;1
35614;MI6;;super;mi0724;474;mi07242;1
35615;sup;;super;mi0724;2;mi07242;1
35616;ASB;;super;mi0725;888;mi07252;1
35617;Fro;;super;mi0725;73;mi07252;1
35618;MI;;super;mi0725;70;mi07252;1
35619;MI4;;super;mi0725;472;mi07252;1
35620;MI5;;super;mi0725;473;mi07252;1
35621;MI6;;super;mi0725;474;mi07252;1
35622;sup;;super;mi0725;2;mi07252;1
35623;ASB;;super;mi0726;888;mi07262;1
35624;Fro;;super;mi0726;73;mi07262;1
35625;MI;;super;mi0726;70;mi07262;1
35626;MI1;;super;mi0726;469;mi07262;1
35627;MI2;;super;mi0726;470;mi07262;1
35628;MI4;;super;mi0726;472;mi07262;1
35629;MI5;;super;mi0726;473;mi07262;1
35630;MI6;;super;mi0726;474;mi07262;1
35631;sup;;super;mi0726;2;mi07262;1
35632;ASB;;super;mi0731;888;mi07312;1
35633;Fro;;super;mi0731;73;mi07312;1
35634;MI;;super;mi0731;70;mi07312;1
35635;MI4;;super;mi0731;472;mi07312;1
35636;MI5;;super;mi0731;473;mi07312;1
35637;MI6;;super;mi0731;474;mi07312;1
35638;sup;;super;mi0731;2;mi07312;1
35639;Fro;;super;mi0900;73;mi09002;1
35640;MI;;super;mi0900;70;mi09002;1
35641;sup;;super;mi0900;2;mi09002;1
35642;sup;;super;mi0900-FRT;2;mi0900-FRT2;1
35643;ASB;;super;mi1001;888;mi10012;1
35644;ME2;;super;mi1001;779;mi10012;1
35645;MI;;super;mi1001;70;mi10012;1
35646;MI1;;super;mi1001;469;mi10012;1
35647;MI2;;super;mi1001;470;mi10012;1
35648;MI3;;super;mi1001;471;mi10012;1
35649;MIJ;;super;mi1001;850;mi10012;1
35650;MSS;;super;mi1001;910;mi10012;1
35651;sup;;super;mi1001;2;mi10012;1
35652;ME9;;super;mi1006;780;mi10062;1
35653;MI;;super;mi1006;70;mi10062;1
35654;MI3;;super;mi1006;471;mi10062;1
35655;sup;;super;mi1006;2;mi10062;1
35656;Fro;;super;mi1007;73;mi10072;1
35657;MI3;;super;mi1007;471;mi10072;1
35658;sup;;super;mi1007;2;mi10072;1
35659;Fro;;super;mi1008;73;mi10082;1
35660;MI;;super;mi1008;70;mi10082;1
35661;MI9;;super;mi1008;477;mi10082;1
35662;sup;;super;mi1008;2;mi10082;1
35663;Fro;;super;mi1009;73;mi10092;1
35664;MI;;super;mi1009;70;mi10092;1
35665;MI9;;super;mi1009;477;mi10092;1
35666;sup;;super;mi1009;2;mi10092;1
35667;Fro;;super;mi1010;73;mi10102;1
35668;MI;;super;mi1010;70;mi10102;1
35669;MI8;;super;mi1010;476;mi10102;1
35670;MI9;;super;mi1010;477;mi10102;1
35671;sup;;super;mi1010;2;mi10102;1
35672;Fro;;super;mi1011;73;mi10112;1
35673;MI;;super;mi1011;70;mi10112;1
35674;MI8;;super;mi1011;476;mi10112;1
35675;MI9;;super;mi1011;477;mi10112;1
35676;sup;;super;mi1011;2;mi10112;1
35677;Fro;;super;mi1012;73;mi10122;1
35678;MI;;super;mi1012;70;mi10122;1
35679;MI8;;super;mi1012;476;mi10122;1
35680;MI9;;super;mi1012;477;mi10122;1
35681;sup;;super;mi1012;2;mi10122;1
35682;Fro;;super;mi1013;73;mi10132;1
35683;MI;;super;mi1013;70;mi10132;1
35684;MI8;;super;mi1013;476;mi10132;1
35685;MI9;;super;mi1013;477;mi10132;1
35686;sup;;super;mi1013;2;mi10132;1
35687;ASB;;super;mi1014;888;mi10142;1
35688;MI2;;super;mi1014;470;mi10142;1
35689;MI3;;super;mi1014;471;mi10142;1
35690;MIJ;;super;mi1014;850;mi10142;1
35691;MOM;;super;mi1014;909;mi10142;1
35692;sup;;super;mi1014;2;mi10142;1
35693;Fro;;super;mi1016;73;mi10162;1
35694;MI;;super;mi1016;70;mi10162;1
35695;MI9;;super;mi1016;477;mi10162;1
35696;sup;;super;mi1016;2;mi10162;1
35697;Fro;;super;mi1017;73;mi10172;1
35698;MI;;super;mi1017;70;mi10172;1
35699;MI9;;super;mi1017;477;mi10172;1
35700;sup;;super;mi1017;2;mi10172;1
35701;Fro;;super;mi1018;73;mi10182;1
35702;MI;;super;mi1018;70;mi10182;1
35703;MI9;;super;mi1018;477;mi10182;1
35704;sup;;super;mi1018;2;mi10182;1
35705;sup;;super;mi1019;2;mi10192;1
35706;Fro;;super;mi1020;73;mi10202;1
35707;MI;;super;mi1020;70;mi10202;1
35708;MI8;;super;mi1020;476;mi10202;1
35709;MI9;;super;mi1020;477;mi10202;1
35710;sup;;super;mi1020;2;mi10202;1
35711;Fro;;super;mi1021;73;mi10212;1
35712;MI;;super;mi1021;70;mi10212;1
35713;MI8;;super;mi1021;476;mi10212;1
35714;MI9;;super;mi1021;477;mi10212;1
35715;sup;;super;mi1021;2;mi10212;1
35716;Fro;;super;mi1022;73;mi10222;1
35717;MI3;;super;mi1022;471;mi10222;1
35718;sup;;super;mi1022;2;mi10222;1
35719;Fro;;super;mi1023;73;mi10232;1
35720;MI3;;super;mi1023;471;mi10232;1
35721;sup;;super;mi1023;2;mi10232;1
35722;Fro;;super;mi1024;73;mi10242;1
35723;MI3;;super;mi1024;471;mi10242;1
35724;sup;;super;mi1024;2;mi10242;1
35725;Fro;;super;mi1026;73;mi10262;1
35726;MI3;;super;mi1026;471;mi10262;1
35727;sup;;super;mi1026;2;mi10262;1
35728;Fro;;super;mi1027;73;mi10272;1
35729;MI3;;super;mi1027;471;mi10272;1
35730;sup;;super;mi1027;2;mi10272;1
35731;Fro;;super;mi1028;73;mi10282;1
35732;MI3;;super;mi1028;471;mi10282;1
35733;sup;;super;mi1028;2;mi10282;1
35734;Fro;;super;mi1029;73;mi10292;1
35735;MI3;;super;mi1029;471;mi10292;1
35736;sup;;super;mi1029;2;mi10292;1
35737;Fro;;super;mi1030;73;mi10302;1
35738;ME2;;super;mi1030;779;mi10302;1
35739;MI2;;super;mi1030;470;mi10302;1
35740;MI3;;super;mi1030;471;mi10302;1
35741;MIJ;;super;mi1030;850;mi10302;1
35742;MOM;;super;mi1030;909;mi10302;1
35743;MSS;;super;mi1030;910;mi10302;1
35744;sup;;super;mi1030;2;mi10302;1
35745;sup;;super;mi1031;2;mi10312;1
35746;sup;;super;mi1032;2;mi10322;1
35747;Fro;;super;mi1033;73;mi10332;1
35748;MI;;super;mi1033;70;mi10332;1
35749;MI9;;super;mi1033;477;mi10332;1
35750;sup;;super;mi1033;2;mi10332;1
35751;sup;;super;mi1033-FRT;2;mi1033-FRT2;1
35752;Fro;;super;mi1035;73;mi10352;1
35753;MI3;;super;mi1035;471;mi10352;1
35754;sup;;super;mi1035;2;mi10352;1
35755;Fro;;super;mi1036;73;mi10362;1
35756;MI3;;super;mi1036;471;mi10362;1
35757;sup;;super;mi1036;2;mi10362;1
35758;sup;;super;mi1038;2;mi10382;1
35759;ASB;;super;mi1101;888;mi11012;1
35760;Fro;;super;mi1101;73;mi11012;1
35761;MI;;super;mi1101;70;mi11012;1
35762;MI4;;super;mi1101;472;mi11012;1
35763;MI5;;super;mi1101;473;mi11012;1
35764;MI6;;super;mi1101;474;mi11012;1
35765;sup;;super;mi1101;2;mi11012;1
35766;ASB;;super;mi1103;888;mi11032;1
35767;Fro;;super;mi1103;73;mi11032;1
35768;MI;;super;mi1103;70;mi11032;1
35769;MI4;;super;mi1103;472;mi11032;1
35770;MI5;;super;mi1103;473;mi11032;1
35771;MI6;;super;mi1103;474;mi11032;1
35772;sup;;super;mi1103;2;mi11032;1
35773;ASB;;super;mi1106;888;mi11062;1
35774;Fro;;super;mi1106;73;mi11062;1
35775;MI;;super;mi1106;70;mi11062;1
35776;MI4;;super;mi1106;472;mi11062;1
35777;MI5;;super;mi1106;473;mi11062;1
35778;MI6;;super;mi1106;474;mi11062;1
35779;sup;;super;mi1106;2;mi11062;1
35780;ASB;;super;mi1107;888;mi11072;1
35781;Fro;;super;mi1107;73;mi11072;1
35782;MI;;super;mi1107;70;mi11072;1
35783;MI4;;super;mi1107;472;mi11072;1
35784;MI5;;super;mi1107;473;mi11072;1
35785;MI6;;super;mi1107;474;mi11072;1
35786;sup;;super;mi1107;2;mi11072;1
35787;ASB;;super;mi1108;888;mi11082;1
35788;Fro;;super;mi1108;73;mi11082;1
35789;MI;;super;mi1108;70;mi11082;1
35790;MI4;;super;mi1108;472;mi11082;1
35791;MI5;;super;mi1108;473;mi11082;1
35792;MI6;;super;mi1108;474;mi11082;1
35793;sup;;super;mi1108;2;mi11082;1
35794;ASB;;super;mi1109;888;mi11092;1
35795;Fro;;super;mi1109;73;mi11092;1
35796;MI;;super;mi1109;70;mi11092;1
35797;MI4;;super;mi1109;472;mi11092;1
35798;MI5;;super;mi1109;473;mi11092;1
35799;MI6;;super;mi1109;474;mi11092;1
35800;sup;;super;mi1109;2;mi11092;1
35801;ASB;;super;mi1111;888;mi11112;1
35802;Fro;;super;mi1111;73;mi11112;1
35803;MI;;super;mi1111;70;mi11112;1
35804;MI4;;super;mi1111;472;mi11112;1
35805;MI5;;super;mi1111;473;mi11112;1
35806;MI6;;super;mi1111;474;mi11112;1
35807;sup;;super;mi1111;2;mi11112;1
35808;ASB;;super;mi1114;888;mi11142;1
35809;Fro;;super;mi1114;73;mi11142;1
35810;MI;;super;mi1114;70;mi11142;1
35811;MI4;;super;mi1114;472;mi11142;1
35812;MI5;;super;mi1114;473;mi11142;1
35813;MI6;;super;mi1114;474;mi11142;1
35814;sup;;super;mi1114;2;mi11142;1
35815;ASB;;super;mi1115;888;mi11152;1
35816;Fro;;super;mi1115;73;mi11152;1
35817;MI;;super;mi1115;70;mi11152;1
35818;MI4;;super;mi1115;472;mi11152;1
35819;MI5;;super;mi1115;473;mi11152;1
35820;MI6;;super;mi1115;474;mi11152;1
35821;sup;;super;mi1115;2;mi11152;1
35822;ASB;;super;mi1117;888;mi11172;1
35823;Fro;;super;mi1117;73;mi11172;1
35824;MI;;super;mi1117;70;mi11172;1
35825;MI4;;super;mi1117;472;mi11172;1
35826;MI5;;super;mi1117;473;mi11172;1
35827;MI6;;super;mi1117;474;mi11172;1
35828;sup;;super;mi1117;2;mi11172;1
35829;ASB;;super;mi1119;888;mi11192;1
35830;Fro;;super;mi1119;73;mi11192;1
35831;MI;;super;mi1119;70;mi11192;1
35832;MI4;;super;mi1119;472;mi11192;1
35833;MI5;;super;mi1119;473;mi11192;1
35834;MI6;;super;mi1119;474;mi11192;1
35835;sup;;super;mi1119;2;mi11192;1
35836;ASB;;super;mi1123;888;mi11232;1
35837;Fro;;super;mi1123;73;mi11232;1
35838;MI;;super;mi1123;70;mi11232;1
35839;MI4;;super;mi1123;472;mi11232;1
35840;MI5;;super;mi1123;473;mi11232;1
35841;MI6;;super;mi1123;474;mi11232;1
35842;sup;;super;mi1123;2;mi11232;1
35843;ASB;;super;mi1124;888;mi11242;1
35844;Fro;;super;mi1124;73;mi11242;1
35845;MI;;super;mi1124;70;mi11242;1
35846;MI4;;super;mi1124;472;mi11242;1
35847;MI5;;super;mi1124;473;mi11242;1
35848;MI6;;super;mi1124;474;mi11242;1
35849;sup;;super;mi1124;2;mi11242;1
35850;ASB;;super;mi1125;888;mi11252;1
35851;Fro;;super;mi1125;73;mi11252;1
35852;MI;;super;mi1125;70;mi11252;1
35853;MI4;;super;mi1125;472;mi11252;1
35854;MI5;;super;mi1125;473;mi11252;1
35855;MI6;;super;mi1125;474;mi11252;1
