z_sga_grupo_programa_id;cod_grupo;nome_grupo;gestor;cod_programa;idGrupo;idPrograma;
35856;sup;;super;mi1125;2;mi11252;1
35857;ASB;;super;mi1126;888;mi11262;1
35858;Fro;;super;mi1126;73;mi11262;1
35859;MI;;super;mi1126;70;mi11262;1
35860;MI4;;super;mi1126;472;mi11262;1
35861;MI5;;super;mi1126;473;mi11262;1
35862;MI6;;super;mi1126;474;mi11262;1
35863;sup;;super;mi1126;2;mi11262;1
35864;ASB;;super;mi1127;888;mi11272;1
35865;Fro;;super;mi1127;73;mi11272;1
35866;MI;;super;mi1127;70;mi11272;1
35867;MI4;;super;mi1127;472;mi11272;1
35868;MI5;;super;mi1127;473;mi11272;1
35869;MI6;;super;mi1127;474;mi11272;1
35870;sup;;super;mi1127;2;mi11272;1
35871;ASB;;super;mi1128;888;mi11282;1
35872;Fro;;super;mi1128;73;mi11282;1
35873;MI;;super;mi1128;70;mi11282;1
35874;MI4;;super;mi1128;472;mi11282;1
35875;MI5;;super;mi1128;473;mi11282;1
35876;MI6;;super;mi1128;474;mi11282;1
35877;sup;;super;mi1128;2;mi11282;1
35878;ASB;;super;mi1130;888;mi11302;1
35879;Fro;;super;mi1130;73;mi11302;1
35880;MI;;super;mi1130;70;mi11302;1
35881;MI5;;super;mi1130;473;mi11302;1
35882;MI6;;super;mi1130;474;mi11302;1
35883;sup;;super;mi1130;2;mi11302;1
35884;ASB;;super;mi1131;888;mi11312;1
35885;Fro;;super;mi1131;73;mi11312;1
35886;MI;;super;mi1131;70;mi11312;1
35887;MI5;;super;mi1131;473;mi11312;1
35888;MI6;;super;mi1131;474;mi11312;1
35889;sup;;super;mi1131;2;mi11312;1
35890;ASB;;super;mi1132;888;mi11322;1
35891;Fro;;super;mi1132;73;mi11322;1
35892;MI;;super;mi1132;70;mi11322;1
35893;MI5;;super;mi1132;473;mi11322;1
35894;MI6;;super;mi1132;474;mi11322;1
35895;sup;;super;mi1132;2;mi11322;1
35896;ASB;;super;mi1133;888;mi11332;1
35897;MI;;super;mi1133;70;mi11332;1
35898;MI6;;super;mi1133;474;mi11332;1
35899;sup;;super;mi1133;2;mi11332;1
35900;ASB;;super;mi1134;888;mi11342;1
35901;Fro;;super;mi1134;73;mi11342;1
35902;MI;;super;mi1134;70;mi11342;1
35903;MI4;;super;mi1134;472;mi11342;1
35904;MI5;;super;mi1134;473;mi11342;1
35905;MI6;;super;mi1134;474;mi11342;1
35906;sup;;super;mi1134;2;mi11342;1
35907;Fro;;super;mi3016;73;mi30162;1
35908;MI;;super;mi3016;70;mi30162;1
35909;MI9;;super;mi3016;477;mi30162;1
35910;sup;;super;mi3016;2;mi30162;1
35911;Fro;;super;mi3018;73;mi30182;1
35912;MI;;super;mi3018;70;mi30182;1
35913;MI9;;super;mi3018;477;mi30182;1
35914;MIA;;super;mi3018;968;mi30182;1
35915;sup;;super;mi3018;2;mi30182;1
35916;Fro;;super;mi3019;73;mi30192;1
35917;MI;;super;mi3019;70;mi30192;1
35918;MI9;;super;mi3019;477;mi30192;1
35919;MIA;;super;mi3019;968;mi30192;1
35920;sup;;super;mi3019;2;mi30192;1
35921;Fro;;super;mi3021;73;mi30212;1
35922;MI;;super;mi3021;70;mi30212;1
35923;MI9;;super;mi3021;477;mi30212;1
35924;sup;;super;mi3021;2;mi30212;1
35925;ASB;;super;mi4015;888;mi40152;1
35926;Fro;;super;mi4015;73;mi40152;1
35927;MI;;super;mi4015;70;mi40152;1
35928;MI4;;super;mi4015;472;mi40152;1
35929;MI5;;super;mi4015;473;mi40152;1
35930;MI6;;super;mi4015;474;mi40152;1
35931;sup;;super;mi4015;2;mi40152;1
35932;ASB;;super;mi4016;888;mi40162;1
35933;Fro;;super;mi4016;73;mi40162;1
35934;MI;;super;mi4016;70;mi40162;1
35935;MI4;;super;mi4016;472;mi40162;1
35936;MI5;;super;mi4016;473;mi40162;1
35937;MI6;;super;mi4016;474;mi40162;1
35938;sup;;super;mi4016;2;mi40162;1
35939;ASB;;super;mi4017;888;mi40172;1
35940;Fro;;super;mi4017;73;mi40172;1
35941;MI;;super;mi4017;70;mi40172;1
35942;MI4;;super;mi4017;472;mi40172;1
35943;MI5;;super;mi4017;473;mi40172;1
35944;MI6;;super;mi4017;474;mi40172;1
35945;sup;;super;mi4017;2;mi40172;1
35946;ASB;;super;mi4018;888;mi40182;1
35947;Fro;;super;mi4018;73;mi40182;1
35948;MI;;super;mi4018;70;mi40182;1
35949;MI4;;super;mi4018;472;mi40182;1
35950;MI5;;super;mi4018;473;mi40182;1
35951;MI6;;super;mi4018;474;mi40182;1
35952;sup;;super;mi4018;2;mi40182;1
35953;ASB;;super;mi4020;888;mi40202;1
35954;Fro;;super;mi4020;73;mi40202;1
35955;MI;;super;mi4020;70;mi40202;1
35956;MI4;;super;mi4020;472;mi40202;1
35957;MI5;;super;mi4020;473;mi40202;1
35958;MI6;;super;mi4020;474;mi40202;1
35959;sup;;super;mi4020;2;mi40202;1
35960;ASB;;super;mi5016;888;mi50162;1
35961;Fro;;super;mi5016;73;mi50162;1
35962;MI;;super;mi5016;70;mi50162;1
35963;MI4;;super;mi5016;472;mi50162;1
35964;MI5;;super;mi5016;473;mi50162;1
35965;MI6;;super;mi5016;474;mi50162;1
35966;sup;;super;mi5016;2;mi50162;1
35967;ASB;;super;mi5021;888;mi50212;1
35968;Fro;;super;mi5021;73;mi50212;1
35969;MI;;super;mi5021;70;mi50212;1
35970;MI4;;super;mi5021;472;mi50212;1
35971;MI5;;super;mi5021;473;mi50212;1
35972;MI6;;super;mi5021;474;mi50212;1
35973;sup;;super;mi5021;2;mi50212;1
35974;Fro;;super;mi9010;73;mi90102;1
35975;MI;;super;mi9010;70;mi90102;1
35976;MI9;;super;mi9010;477;mi90102;1
35977;sup;;super;mi9010;2;mi90102;1
35978;Fro;;super;mi9020;73;mi90202;1
35979;MI;;super;mi9020;70;mi90202;1
35980;MI9;;super;mi9020;477;mi90202;1
35981;sup;;super;mi9020;2;mi90202;1
35982;Fro;;super;mi9030;73;mi90302;1
35983;MI3;;super;mi9030;471;mi90302;1
35984;sup;;super;mi9030;2;mi90302;1
35985;ASB;;super;migm001;888;migm0012;1
35986;MI;;super;migm001;70;migm0012;1
35987;MI3;;super;migm001;471;migm0012;1
35988;sup;;super;migm001;2;migm0012;1
35989;3PJ;;super;migm002;741;migm0022;1
35990;4FI;;super;migm002;907;migm0022;1
35991;4MA;;super;migm002;869;migm0022;1
35992;4MB;;super;migm002;870;migm0022;1
35993;4MC;;super;migm002;871;migm0022;1
35994;4MD;;super;migm002;872;migm0022;1
35995;4ME;;super;migm002;873;migm0022;1
35996;4PA;;super;migm002;719;migm0022;1
35997;4PF;;super;migm002;874;migm0022;1
35998;4PG;;super;migm002;875;migm0022;1
35999;4PH;;super;migm002;876;migm0022;1
36000;4PI;;super;migm002;880;migm0022;1
36001;4TI;;super;migm002;771;migm0022;1
36002;5FI;;super;migm002;908;migm0022;1
36003;ASB;;super;migm002;888;migm0022;1
36004;CST;;super;migm002;10;migm0022;1
36005;MI;;super;migm002;70;migm0022;1
36006;MIO;;super;migm002;792;migm0022;1
36007;PI6;;super;migm002;574;migm0022;1
36008;sup;;super;migm002;2;migm0022;1
36009;3PJ;;super;migm003;741;migm0032;1
36010;4FI;;super;migm003;907;migm0032;1
36011;4MA;;super;migm003;869;migm0032;1
36012;4MB;;super;migm003;870;migm0032;1
36013;4MC;;super;migm003;871;migm0032;1
36014;4MD;;super;migm003;872;migm0032;1
36015;4ME;;super;migm003;873;migm0032;1
36016;4PA;;super;migm003;719;migm0032;1
36017;4PF;;super;migm003;874;migm0032;1
36018;4PG;;super;migm003;875;migm0032;1
36019;4PH;;super;migm003;876;migm0032;1
36020;4PI;;super;migm003;880;migm0032;1
36021;5FI;;super;migm003;908;migm0032;1
36022;ASB;;super;migm003;888;migm0032;1
36023;MIO;;super;migm003;792;migm0032;1
36024;sup;;super;migm003;2;migm0032;1
36025;ASB;;super;migm004;888;migm0042;1
36026;MI;;super;migm004;70;migm0042;1
36027;MI6;;super;migm004;474;migm0042;1
36028;sup;;super;migm004;2;migm0042;1
36029;ASB;;super;migm005;888;migm0052;1
36030;MI;;super;migm005;70;migm0052;1
36031;MI6;;super;migm005;474;migm0052;1
36032;sup;;super;migm005;2;migm0052;1
36033;ASB;;super;migm006;888;migm0062;1
36034;MI;;super;migm006;70;migm0062;1
36035;MI6;;super;migm006;474;migm0062;1
36036;sup;;super;migm006;2;migm0062;1
36037;ASB;;super;migm007;888;migm0072;1
36038;MI;;super;migm007;70;migm0072;1
36039;MI6;;super;migm007;474;migm0072;1
36040;sup;;super;migm007;2;migm0072;1
36041;3MB;;super;migm007-v1;861;migm007-v12;1
36042;MI6;;super;migm007-v1;474;migm007-v12;1
36043;sup;;super;migm007-v1;2;migm007-v12;1
36044;IN1;;super;migm008;704;migm0082;1
36045;sup;;super;migm008;2;migm0082;1
36046;ASB;;super;migm009;888;migm0092;1
36047;IN1;;super;migm009;704;migm0092;1
36048;sup;;super;migm009;2;migm0092;1
36049;FP2;;super;migm010;410;migm0102;1
36050;MIO;;super;migm010;792;migm0102;1
36051;sup;;super;migm010;2;migm0102;1
36052;FP2;;super;migm011;410;migm0112;1
36053;sup;;super;migm011;2;migm0112;1
36054;ASB;;super;migm012;888;migm0122;1
36055;FP2;;super;migm012;410;migm0122;1
36056;sup;;super;migm012;2;migm0122;1
36057;ASB;;super;migm013;888;migm0132;1
36058;CS2;;super;migm013;300;migm0132;1
36059;CS3;;super;migm013;301;migm0132;1
36060;PI6;;super;migm013;574;migm0132;1
36061;sup;;super;migm013;2;migm0132;1
36062;4PI;;super;migm014;880;migm0142;1
36063;sup;;super;migm014;2;migm0142;1
36064;*;;super;mip.mgmnt.CRUDAnalista;1;mip.mgmnt.CRUDAnalista2;1
36065;Fro;;super;mip.mgmnt.CRUDAnalista;73;mip.mgmnt.CRUDAnalista2;1
36066;sup;;super;mip.mgmnt.CRUDAnalista;2;mip.mgmnt.CRUDAnalista2;1
36067;Fro;;super;MIP.ServiceRequestCrud;73;MIP.ServiceRequestCrud2;1
36068;IMA;;super;MIP.ServiceRequestCrud;8;MIP.ServiceRequestCrud2;1
36069;IMC;;super;MIP.ServiceRequestCrud;9;MIP.ServiceRequestCrud2;1
36070;IMP;;super;MIP.ServiceRequestCrud;7;MIP.ServiceRequestCrud2;1
36071;imt;;super;MIP.ServiceRequestCrud;28;MIP.ServiceRequestCrud2;1
36072;sup;;super;MIP.ServiceRequestCrud;2;MIP.ServiceRequestCrud2;1
36073;Fro;;super;mir001;73;mir0012;1
36074;MI;;super;mir001;70;mir0012;1
36075;MI6;;super;mir001;474;mir0012;1
36076;sup;;super;mir001;2;mir0012;1
36077;Fro;;super;mir002;73;mir0022;1
36078;MI;;super;mir002;70;mir0022;1
36079;MI4;;super;mir002;472;mir0022;1
36080;MI5;;super;mir002;473;mir0022;1
36081;MI6;;super;mir002;474;mir0022;1
36082;sup;;super;mir002;2;mir0022;1
36083;Fro;;super;mir003;73;mir0032;1
36084;MI;;super;mir003;70;mir0032;1
36085;MI4;;super;mir003;472;mir0032;1
36086;MI5;;super;mir003;473;mir0032;1
36087;MI6;;super;mir003;474;mir0032;1
36088;sup;;super;mir003;2;mir0032;1
36089;Fro;;super;mir004;73;mir0042;1
36090;MI;;super;mir004;70;mir0042;1
36091;MI4;;super;mir004;472;mir0042;1
36092;MI5;;super;mir004;473;mir0042;1
36093;MI6;;super;mir004;474;mir0042;1
36094;sup;;super;mir004;2;mir0042;1
36095;Fro;;super;mir005;73;mir0052;1
36096;MI;;super;mir005;70;mir0052;1
36097;MI4;;super;mir005;472;mir0052;1
36098;MI5;;super;mir005;473;mir0052;1
36099;MI6;;super;mir005;474;mir0052;1
36100;sup;;super;mir005;2;mir0052;1
36101;Fro;;super;mir006;73;mir0062;1
36102;MI;;super;mir006;70;mir0062;1
36103;MI4;;super;mir006;472;mir0062;1
36104;MI5;;super;mir006;473;mir0062;1
36105;MI6;;super;mir006;474;mir0062;1
36106;sup;;super;mir006;2;mir0062;1
36107;Fro;;super;mir007;73;mir0072;1
36108;MI;;super;mir007;70;mir0072;1
36109;MI4;;super;mir007;472;mir0072;1
36110;MI5;;super;mir007;473;mir0072;1
36111;MI6;;super;mir007;474;mir0072;1
36112;sup;;super;mir007;2;mir0072;1
36113;Fro;;super;mir008;73;mir0082;1
36114;MI;;super;mir008;70;mir0082;1
36115;MI4;;super;mir008;472;mir0082;1
36116;MI5;;super;mir008;473;mir0082;1
36117;MI6;;super;mir008;474;mir0082;1
36118;sup;;super;mir008;2;mir0082;1
36119;Fro;;super;mir010;73;mir0102;1
36120;MI;;super;mir010;70;mir0102;1
36121;MI4;;super;mir010;472;mir0102;1
36122;MI5;;super;mir010;473;mir0102;1
36123;MI6;;super;mir010;474;mir0102;1
36124;sup;;super;mir010;2;mir0102;1
36125;Fro;;super;mir011;73;mir0112;1
36126;MI;;super;mir011;70;mir0112;1
36127;MI4;;super;mir011;472;mir0112;1
36128;MI5;;super;mir011;473;mir0112;1
36129;MI6;;super;mir011;474;mir0112;1
36130;sup;;super;mir011;2;mir0112;1
36131;Fro;;super;mir012;73;mir0122;1
36132;MI;;super;mir012;70;mir0122;1
36133;MI4;;super;mir012;472;mir0122;1
36134;MI5;;super;mir012;473;mir0122;1
36135;MI6;;super;mir012;474;mir0122;1
36136;sup;;super;mir012;2;mir0122;1
36137;Fro;;super;mir013;73;mir0132;1
36138;MI;;super;mir013;70;mir0132;1
36139;MI4;;super;mir013;472;mir0132;1
36140;MI5;;super;mir013;473;mir0132;1
36141;MI6;;super;mir013;474;mir0132;1
36142;sup;;super;mir013;2;mir0132;1
36143;Fro;;super;mir014;73;mir0142;1
36144;MI;;super;mir014;70;mir0142;1
36145;MI4;;super;mir014;472;mir0142;1
36146;MI5;;super;mir014;473;mir0142;1
36147;MI6;;super;mir014;474;mir0142;1
36148;sup;;super;mir014;2;mir0142;1
36149;Fro;;super;mir015;73;mir0152;1
36150;MI;;super;mir015;70;mir0152;1
36151;MI4;;super;mir015;472;mir0152;1
36152;MI5;;super;mir015;473;mir0152;1
36153;MI6;;super;mir015;474;mir0152;1
36154;sup;;super;mir015;2;mir0152;1
36155;Fro;;super;mir016;73;mir0162;1
36156;MI;;super;mir016;70;mir0162;1
36157;MI4;;super;mir016;472;mir0162;1
36158;MI5;;super;mir016;473;mir0162;1
36159;MI6;;super;mir016;474;mir0162;1
36160;sup;;super;mir016;2;mir0162;1
36161;Fro;;super;mir017;73;mir0172;1
36162;MI;;super;mir017;70;mir0172;1
36163;MI4;;super;mir017;472;mir0172;1
36164;MI5;;super;mir017;473;mir0172;1
36165;MI6;;super;mir017;474;mir0172;1
36166;sup;;super;mir017;2;mir0172;1
36167;Fro;;super;mir019;73;mir0192;1
36168;MI;;super;mir019;70;mir0192;1
36169;MI4;;super;mir019;472;mir0192;1
36170;MI5;;super;mir019;473;mir0192;1
36171;MI6;;super;mir019;474;mir0192;1
36172;sup;;super;mir019;2;mir0192;1
36173;Fro;;super;mir020;73;mir0202;1
36174;MI;;super;mir020;70;mir0202;1
36175;MI4;;super;mir020;472;mir0202;1
36176;MI5;;super;mir020;473;mir0202;1
36177;MI6;;super;mir020;474;mir0202;1
36178;sup;;super;mir020;2;mir0202;1
36179;Fro;;super;mir021;73;mir0212;1
36180;MI;;super;mir021;70;mir0212;1
36181;MI4;;super;mir021;472;mir0212;1
36182;MI5;;super;mir021;473;mir0212;1
36183;MI6;;super;mir021;474;mir0212;1
36184;sup;;super;mir021;2;mir0212;1
36185;Fro;;super;mir022;73;mir0222;1
36186;MI;;super;mir022;70;mir0222;1
36187;MI4;;super;mir022;472;mir0222;1
36188;MI5;;super;mir022;473;mir0222;1
36189;MI6;;super;mir022;474;mir0222;1
36190;sup;;super;mir022;2;mir0222;1
36191;Fro;;super;mir023;73;mir0232;1
36192;MI;;super;mir023;70;mir0232;1
36193;MI4;;super;mir023;472;mir0232;1
36194;MI5;;super;mir023;473;mir0232;1
36195;MI6;;super;mir023;474;mir0232;1
36196;sup;;super;mir023;2;mir0232;1
36197;Fro;;super;mir024;73;mir0242;1
36198;MI;;super;mir024;70;mir0242;1
36199;MI4;;super;mir024;472;mir0242;1
36200;MI5;;super;mir024;473;mir0242;1
36201;MI6;;super;mir024;474;mir0242;1
36202;sup;;super;mir024;2;mir0242;1
36203;Fro;;super;mir025;73;mir0252;1
36204;MI;;super;mir025;70;mir0252;1
36205;MI4;;super;mir025;472;mir0252;1
36206;MI5;;super;mir025;473;mir0252;1
36207;MI6;;super;mir025;474;mir0252;1
36208;sup;;super;mir025;2;mir0252;1
36209;Fro;;super;mir026;73;mir0262;1
36210;MI;;super;mir026;70;mir0262;1
36211;MI4;;super;mir026;472;mir0262;1
36212;MI5;;super;mir026;473;mir0262;1
36213;MI6;;super;mir026;474;mir0262;1
36214;sup;;super;mir026;2;mir0262;1
36215;Fro;;super;mir027;73;mir0272;1
36216;MI;;super;mir027;70;mir0272;1
36217;MI4;;super;mir027;472;mir0272;1
36218;MI5;;super;mir027;473;mir0272;1
36219;MI6;;super;mir027;474;mir0272;1
36220;sup;;super;mir027;2;mir0272;1
36221;Fro;;super;mir028;73;mir0282;1
36222;MI;;super;mir028;70;mir0282;1
36223;MI4;;super;mir028;472;mir0282;1
36224;MI5;;super;mir028;473;mir0282;1
36225;MI6;;super;mir028;474;mir0282;1
36226;sup;;super;mir028;2;mir0282;1
36227;Fro;;super;mir029;73;mir0292;1
36228;MI;;super;mir029;70;mir0292;1
36229;MI4;;super;mir029;472;mir0292;1
36230;MI5;;super;mir029;473;mir0292;1
36231;MI6;;super;mir029;474;mir0292;1
36232;sup;;super;mir029;2;mir0292;1
36233;ASB;;super;mla0000;888;mla00002;1
36234;sup;;super;mla0000;2;mla00002;1
36235;ASB;;super;mla0101;888;mla01012;1
36236;sup;;super;mla0101;2;mla01012;1
36237;ASB;;super;mla0102;888;mla01022;1
36238;sup;;super;mla0102;2;mla01022;1
36239;ASB;;super;mla0103;888;mla01032;1
36240;sup;;super;mla0103;2;mla01032;1
36241;ASB;;super;mla0104;888;mla01042;1
36242;sup;;super;mla0104;2;mla01042;1
36243;ASB;;super;mla0105;888;mla01052;1
36244;sup;;super;mla0105;2;mla01052;1
36245;ASB;;super;mla0106;888;mla01062;1
36246;sup;;super;mla0106;2;mla01062;1
36247;sup;;super;mla0107;2;mla01072;1
36248;sup;;super;mla0108;2;mla01082;1
36249;sup;;super;mla0109;2;mla01092;1
36250;sup;;super;mla0109b;2;mla0109b2;1
36251;ASB;;super;mla0110;888;mla01102;1
36252;sup;;super;mla0110;2;mla01102;1
36253;ASB;;super;mla0111;888;mla01112;1
36254;sup;;super;mla0111;2;mla01112;1
36255;ASB;;super;mla0112;888;mla01122;1
36256;sup;;super;mla0112;2;mla01122;1
36257;ASB;;super;mla0113;888;mla01132;1
36258;sup;;super;mla0113;2;mla01132;1
36259;ASB;;super;mla0114;888;mla01142;1
36260;sup;;super;mla0114;2;mla01142;1
36261;sup;;super;mla0115;2;mla01152;1
36262;sup;;super;mla0116;2;mla01162;1
36263;sup;;super;mla0117;2;mla01172;1
36264;sup;;super;mla0118;2;mla01182;1
36265;sup;;super;mla0119;2;mla01192;1
36266;ASB;;super;mla0120;888;mla01202;1
36267;sup;;super;mla0120;2;mla01202;1
36268;sup;;super;mla0121;2;mla01212;1
36269;sup;;super;MLA0122;2;MLA01222;1
36270;sup;;super;MLA0122A;2;MLA0122A2;1
36271;sup;;super;mla0123;2;mla01232;1
36272;sup;;super;mla0130;2;mla01302;1
36273;sup;;super;mla0130b;2;mla0130b2;1
36274;sup;;super;mla0140;2;mla01402;1
36275;sup;;super;mla0150;2;mla01502;1
36276;sup;;super;mla0160;2;mla01602;1
36277;ASB;;super;MLA0170;888;MLA01702;1
36278;sup;;super;MLA0170;2;MLA01702;1
36279;sup;;super;MLA0171;2;MLA01712;1
36280;sup;;super;mla0173;2;mla01732;1
36281;ALM;;super;mla0201;933;mla02012;1
36282;Fro;;super;mla0201;73;mla02012;1
36283;Mat;;super;mla0201;67;mla02012;1
36284;ML4;;super;mla0201;785;mla02012;1
36285;MLA;;super;mla0201;692;mla02012;1
36286;MLT;;super;mla0201;919;mla02012;1
36287;RE4;;super;mla0201;632;mla02012;1
36288;Rec;;super;mla0201;691;mla02012;1
36289;Req;;super;mla0201;693;mla02012;1
36290;sup;;super;mla0201;2;mla02012;1
36291;ALM;;super;mla0202;933;mla02022;1
36292;Mat;;super;mla0202;67;mla02022;1
36293;MLA;;super;mla0202;692;mla02022;1
36294;MLT;;super;mla0202;919;mla02022;1
36295;sup;;super;mla0202;2;mla02022;1
36296;ALM;;super;mla0203;933;mla02032;1
36297;CN1;;super;mla0203;259;mla02032;1
36298;Mat;;super;mla0203;67;mla02032;1
36299;MLA;;super;mla0203;692;mla02032;1
36300;MLT;;super;mla0203;919;mla02032;1
36301;sup;;super;mla0203;2;mla02032;1
36302;ALM;;super;mla0204;933;mla02042;1
36303;Mat;;super;mla0204;67;mla02042;1
36304;MLA;;super;mla0204;692;mla02042;1
36305;MLT;;super;mla0204;919;mla02042;1
36306;sup;;super;mla0204;2;mla02042;1
36307;ALM;;super;mla0205;933;mla02052;1
36308;ASB;;super;mla0205;888;mla02052;1
36309;CN1;;super;mla0205;259;mla02052;1
36310;CN4;;super;mla0205;262;mla02052;1
36311;Con;;super;mla0205;66;mla02052;1
36312;Fin;;super;mla0205;65;mla02052;1
36313;Fro;;super;mla0205;73;mla02052;1
36314;Mat;;super;mla0205;67;mla02052;1
36315;MLA;;super;mla0205;692;mla02052;1
36316;MLT;;super;mla0205;919;mla02052;1
36317;RE4;;super;mla0205;632;mla02052;1
36318;sup;;super;mla0205;2;mla02052;1
36319;ALM;;super;mla0206;933;mla02062;1
36320;Mat;;super;mla0206;67;mla02062;1
36321;MLA;;super;mla0206;692;mla02062;1
36322;MLT;;super;mla0206;919;mla02062;1
36323;sup;;super;mla0206;2;mla02062;1
36324;sup;;super;mla0207;2;mla02072;1
36325;ALM;;super;mla0208;933;mla02082;1
36326;Mat;;super;mla0208;67;mla02082;1
36327;MLA;;super;mla0208;692;mla02082;1
36328;MLT;;super;mla0208;919;mla02082;1
36329;sup;;super;mla0208;2;mla02082;1
36330;ALM;;super;mla0210;933;mla02102;1
36331;Con;;super;mla0210;66;mla02102;1
36332;Fin;;super;mla0210;65;mla02102;1
36333;Mat;;super;mla0210;67;mla02102;1
36334;MLA;;super;mla0210;692;mla02102;1
36335;MLT;;super;mla0210;919;mla02102;1
36336;sup;;super;mla0210;2;mla02102;1
36337;ASB;;super;mla0301;888;mla03012;1
36338;MLA;;super;mla0301;692;mla03012;1
36339;MLT;;super;mla0301;919;mla03012;1
36340;sup;;super;mla0301;2;mla03012;1
36341;ASB;;super;mla0302;888;mla03022;1
36342;Ctr;;super;mla0302;72;mla03022;1
36343;MLA;;super;mla0302;692;mla03022;1
36344;MLT;;super;mla0302;919;mla03022;1
36345;sup;;super;mla0302;2;mla03022;1
36346;sup;;super;MLA0303;2;MLA03032;1
36347;MLA;;super;mla0403;692;mla04032;1
36348;MLT;;super;mla0403;919;mla04032;1
36349;sup;;super;mla0403;2;mla04032;1
36350;MLA;;super;mla0404;692;mla04042;1
36351;MLT;;super;mla0404;919;mla04042;1
36352;sup;;super;mla0404;2;mla04042;1
36353;MLA;;super;mla0405;692;mla04052;1
36354;MLT;;super;mla0405;919;mla04052;1
36355;sup;;super;mla0405;2;mla04052;1
36356;sup;;super;mla0406;2;mla04062;1
36357;ASB;;super;mla0421;888;mla04212;1
36358;CC4;;super;mla0421;192;mla04212;1
36359;Fin;;super;mla0421;65;mla04212;1
36360;ML4;;super;mla0421;785;mla04212;1
36361;MLA;;super;mla0421;692;mla04212;1
36362;MLT;;super;mla0421;919;mla04212;1
36363;sup;;super;mla0421;2;mla04212;1
36364;ASB;;super;MLA0910;888;MLA09102;1
36365;sup;;super;MLA0910;2;MLA09102;1
36366;ASB;;super;MMI.BudgetView;888;MMI.BudgetView2;1
36367;Fro;;super;MMI.BudgetView;73;MMI.BudgetView2;1
36368;ime;;super;MMI.BudgetView;30;MMI.BudgetView2;1
36369;imm;;super;MMI.BudgetView;29;MMI.BudgetView2;1
36370;IMP;;super;MMI.BudgetView;7;MMI.BudgetView2;1
36371;MI;;super;MMI.BudgetView;70;MMI.BudgetView2;1
36372;MI6;;super;MMI.BudgetView;474;MMI.BudgetView2;1
36373;sup;;super;MMI.BudgetView;2;MMI.BudgetView2;1
36374;ASB;;super;MMI.ComparativeCostsView;888;MMI.ComparativeCostsView2;1
36375;Fro;;super;MMI.ComparativeCostsView;73;MMI.ComparativeCostsView2;1
36376;ime;;super;MMI.ComparativeCostsView;30;MMI.ComparativeCostsView2;1
36377;imm;;super;MMI.ComparativeCostsView;29;MMI.ComparativeCostsView2;1
36378;IMP;;super;MMI.ComparativeCostsView;7;MMI.ComparativeCostsView2;1
36379;MI;;super;MMI.ComparativeCostsView;70;MMI.ComparativeCostsView2;1
36380;MI6;;super;MMI.ComparativeCostsView;474;MMI.ComparativeCostsView2;1
36381;sup;;super;MMI.ComparativeCostsView;2;MMI.ComparativeCostsView2;1
36382;ASB;;super;MMI.CostsView;888;MMI.CostsView2;1
36383;Fro;;super;MMI.CostsView;73;MMI.CostsView2;1
36384;ime;;super;MMI.CostsView;30;MMI.CostsView2;1
36385;imm;;super;MMI.CostsView;29;MMI.CostsView2;1
36386;IMP;;super;MMI.CostsView;7;MMI.CostsView2;1
36387;MI;;super;MMI.CostsView;70;MMI.CostsView2;1
36388;MI6;;super;MMI.CostsView;474;MMI.CostsView2;1
36389;sup;;super;MMI.CostsView;2;MMI.CostsView2;1
36390;ASB;;super;MMI.EquipmentAvailabilityView;888;MMI.EquipmentAvailabilityView2;1
36391;Fro;;super;MMI.EquipmentavAilabilityView;73;MMI.EquipmentAvailabilityView2;1
36392;ime;;super;MMI.EquipmentavAilabilityView;30;MMI.EquipmentAvailabilityView2;1
36393;imm;;super;MMI.EquipmentavAilabilityView;29;MMI.EquipmentAvailabilityView2;1
36394;IMP;;super;MMI.EquipmentavAilabilityView;7;MMI.EquipmentAvailabilityView2;1
36395;MI;;super;MMI.EquipmentavAilabilityView;70;MMI.EquipmentAvailabilityView2;1
36396;MI5;;super;MMI.EquipmentavAilabilityView;473;MMI.EquipmentAvailabilityView2;1
36397;MI6;;super;MMI.EquipmentavAilabilityView;474;MMI.EquipmentAvailabilityView2;1
36398;sup;;super;MMI.EquipmentavAilabilityView;2;MMI.EquipmentAvailabilityView2;1
36399;ASB;;super;MMI.EquipmentCompareView;888;MMI.EquipmentCompareView2;1
36400;Fro;;super;MMI.EquipmentCompareView;73;MMI.EquipmentCompareView2;1
36401;ime;;super;MMI.EquipmentCompareView;30;MMI.EquipmentCompareView2;1
36402;IMP;;super;MMI.EquipmentCompareView;7;MMI.EquipmentCompareView2;1
36403;MI;;super;MMI.EquipmentCompareView;70;MMI.EquipmentCompareView2;1
36404;MI5;;super;MMI.EquipmentCompareView;473;MMI.EquipmentCompareView2;1
36405;MI6;;super;MMI.EquipmentCompareView;474;MMI.EquipmentCompareView2;1
36406;sup;;super;MMI.EquipmentCompareView;2;MMI.EquipmentCompareView2;1
36407;ASB;;super;MMI.EquipmentView;888;MMI.EquipmentView2;1
36408;Fro;;super;MMI.EquipmentView;73;MMI.EquipmentView2;1
36409;ime;;super;MMI.EquipmentView;30;MMI.EquipmentView2;1
36410;IMP;;super;MMI.EquipmentView;7;MMI.EquipmentView2;1
36411;MI;;super;MMI.EquipmentView;70;MMI.EquipmentView2;1
36412;MI5;;super;MMI.EquipmentView;473;MMI.EquipmentView2;1
